ExhibitionID,Nationality,Gender,ExhibitionRole
2557.0,0,1,3
2557.0,15,1,1
2557.0,15,1,1
2557.0,10,1,1
2557.0,15,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,0,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2724.0,0,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,22,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,40,2,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,0,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,36,1,1
2942.0,36,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2942.0,15,1,1
2636.0,17,1,1
2636.0,17,1,1
2636.0,15,1,1
2636.0,0,1,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,0,0,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,36,1,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,25,1,1
2944.0,0,1,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,0,1,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,0,0,1
2944.0,40,2,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,0,1,1
2944.0,40,2,1
2944.0,0,1,1
2944.0,40,2,1
2853.0,0,1,1
2945.0,0,1,1
2945.0,0,1,1
2945.0,0,1,1
2725.0,17,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,22,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,15,1,1
2725.0,15,1,1
2725.0,10,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,17,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,40,2,1
2725.0,15,0,1
2725.0,15,1,1
2725.0,17,1,1
2725.0,15,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,36,1,1
2725.0,0,0,1
2725.0,0,1,1
2725.0,40,2,1
2725.0,36,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,15,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,0,1,1
2725.0,15,1,1
2725.0,0,1,1
2946.0,15,1,1
2946.0,15,1,1
2729.0,0,1,3
2729.0,40,2,3
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,40,2,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,40,2,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,0,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,40,2,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,0,1,1
2729.0,40,2,1
2729.0,0,1,1
2729.0,0,1,1
2855.0,15,1,1
2855.0,15,1,1
2671.0,0,1,3
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,22,1,1
2671.0,0,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,1,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,0,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,1,1
2671.0,17,0,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,0,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,0,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,0,1,1
2606.0,40,2,1
2606.0,15,1,1
2606.0,22,1,1
2606.0,15,1,1
2606.0,36,1,1
2606.0,15,1,1
2606.0,0,1,1
2606.0,0,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,15,1,1
2606.0,15,1,1
2694.0,0,1,3
2694.0,15,1,1
2854.0,25,1,1
2981.0,0,1,3
2981.0,12,1,1
2981.0,40,2,1
2981.0,0,1,1
2981.0,37,1,1
2981.0,36,1,1
2981.0,43,1,1
2981.0,38,1,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,10,1,1
2981.0,40,2,1
2981.0,40,1,1
2981.0,5,1,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,8,1,1
2981.0,5,1,1
2981.0,22,1,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,8,1,1
2981.0,17,1,1
2981.0,15,1,1
2981.0,38,1,1
2981.0,17,1,1
2981.0,0,1,1
2981.0,0,1,1
2981.0,40,2,1
2981.0,0,1,1
2981.0,0,1,1
2981.0,40,2,1
2981.0,2,1,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,15,1,1
2981.0,0,1,1
2981.0,17,1,1
2981.0,15,2,1
2981.0,15,1,1
2981.0,37,1,1
2981.0,40,2,1
2981.0,0,1,1
2981.0,0,1,1
2981.0,0,1,1
2981.0,0,1,1
2981.0,33,2,1
2981.0,10,1,1
2981.0,22,1,1
2981.0,10,1,1
2981.0,40,2,1
2981.0,38,2,1
2981.0,40,2,1
2981.0,0,1,1
2981.0,40,2,1
2981.0,37,1,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,40,2,1
2981.0,0,1,1
2981.0,40,2,1
2981.0,40,2,1
2982.0,0,0,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,40,2,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,40,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,40,2,1
2982.0,0,1,1
2982.0,40,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,40,2,1
2982.0,40,2,1
2982.0,40,2,1
2982.0,40,2,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,0,0,1
2982.0,0,1,1
2982.0,40,2,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,0,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,0,1,1
2982.0,40,2,1
2607.0,17,1,1
2607.0,0,2,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,0,1,1
2607.0,17,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,17,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,0,1,1
2607.0,2,1,1
2607.0,5,1,1
2607.0,22,1,1
2607.0,15,1,1
2607.0,10,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,5,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,17,1,1
2607.0,17,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,22,1,1
2607.0,10,1,1
2607.0,0,1,1
2607.0,25,1,1
2607.0,36,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,25,1,1
2607.0,15,1,1
2607.0,15,1,1
2607.0,15,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,0,1,1
2607.0,15,1,1
2607.0,0,1,1
2607.0,0,1,1
2607.0,0,1,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,22,1,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,0,1,1
2983.0,15,1,1
2983.0,0,1,1
2983.0,0,1,1
2983.0,15,1,1
2983.0,10,1,1
2983.0,0,1,1
2983.0,15,1,1
2983.0,17,1,1
2983.0,15,0,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,17,1,1
2983.0,0,1,1
2983.0,15,1,1
2983.0,22,1,1
2983.0,10,1,1
2983.0,15,1,1
2983.0,40,1,1
2983.0,0,1,1
2983.0,36,1,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,25,1,1
2983.0,33,1,1
2983.0,15,1,1
2983.0,15,1,1
2983.0,0,1,1
2983.0,15,1,1
2983.0,22,1,1
2983.0,15,1,1
2984.0,40,2,1
2985.0,40,2,3
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,40,2,1
2985.0,0,0,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,40,2,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,5,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,40,2,1
2985.0,0,1,1
2985.0,0,0,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,0,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,40,2,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,40,2,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,1,1
2985.0,0,0,1
2985.0,40,2,1
2985.0,0,1,1
2985.0,0,1,1
2986.0,40,2,6
2987.0,40,2,3
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,0,0,1
2987.0,0,1,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,0,1,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2987.0,40,2,1
2988.0,0,1,3
2988.0,40,1,3
2988.0,0,1,1
2988.0,0,1,1
2988.0,0,1,1
2989.0,0,1,1
2990.0,0,1,3
2990.0,25,1,1
2991.0,15,1,1
2992.0,0,1,0
2992.0,15,1,1
2992.0,0,1,1
2992.0,15,1,1
2992.0,0,1,1
2992.0,0,1,1
2992.0,15,1,1
2992.0,8,1,1
2992.0,0,1,1
2992.0,15,1,1
2992.0,15,1,1
2992.0,0,1,1
2992.0,10,1,1
2992.0,0,0,1
2992.0,40,2,1
2992.0,0,1,1
2992.0,0,1,1
2992.0,0,1,1
2992.0,0,1,1
2992.0,15,1,1
2992.0,15,1,1
2992.0,0,1,1
2992.0,15,1,1
2992.0,0,0,1
2992.0,15,1,1
2992.0,15,1,1
2992.0,15,1,1
2992.0,0,1,1
2992.0,0,1,1
2992.0,0,1,1
2992.0,15,1,1
2992.0,40,2,1
2993.0,40,2,6
2994.0,15,1,1
2994.0,15,1,1
2994.0,5,1,1
2994.0,15,1,1
2994.0,5,1,1
2994.0,17,1,1
2994.0,0,1,1
2994.0,0,1,1
2994.0,17,1,1
2994.0,15,1,1
2994.0,0,1,1
2994.0,0,1,1
2994.0,0,1,1
2994.0,0,1,1
2995.0,40,2,6
153.0,0,1,3
153.0,40,2,1
153.0,17,2,1
153.0,40,2,1
153.0,10,1,1
153.0,15,1,1
153.0,40,2,1
153.0,40,2,1
153.0,40,2,1
153.0,15,1,1
153.0,40,2,1
153.0,0,1,1
153.0,15,0,1
153.0,40,2,1
153.0,40,2,1
153.0,40,2,1
153.0,0,1,1
153.0,0,1,1
153.0,40,2,1
153.0,38,1,1
153.0,17,1,1
153.0,40,2,1
2996.0,0,1,3
2996.0,40,2,1
2996.0,40,2,1
2996.0,40,2,1
2996.0,40,2,1
2996.0,0,2,1
2996.0,40,2,1
2996.0,0,1,1
2996.0,40,2,1
2996.0,40,2,1
2997.0,40,2,3
2997.0,40,2,1
2997.0,0,1,1
2997.0,0,1,1
2997.0,0,1,1
2997.0,19,1,1
2997.0,40,2,1
2997.0,25,1,1
2997.0,25,1,1
2997.0,40,2,1
2997.0,0,1,1
2997.0,0,1,1
2997.0,0,1,1
2608.0,0,1,1
2608.0,0,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,22,1,1
2608.0,36,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,36,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,17,1,1
2608.0,17,1,1
2608.0,15,1,1
2608.0,15,0,1
2608.0,15,1,1
2608.0,17,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,36,1,1
2608.0,22,1,1
2608.0,0,1,1
2608.0,10,1,1
2608.0,0,1,1
2608.0,36,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,17,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,0,1,1
2608.0,10,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2608.0,15,1,1
2998.0,40,1,1
2999.0,15,1,1
2614.0,0,1,0
2614.0,17,1,1
2614.0,0,1,1
2614.0,0,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,22,1,1
2614.0,36,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,10,1,1
2614.0,36,1,1
2614.0,15,1,1
2614.0,17,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,17,1,1
2614.0,17,1,1
2614.0,15,1,1
2614.0,15,0,1
2614.0,15,1,1
2614.0,17,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,36,1,1
2614.0,22,1,1
2614.0,0,1,1
2614.0,10,1,1
2614.0,0,1,1
2614.0,36,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,17,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,0,1,1
2614.0,10,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
2614.0,15,1,1
3000.0,40,2,1
3001.0,17,1,1
3002.0,0,1,1
3003.0,15,1,1
3003.0,15,1,1
3003.0,22,1,1
3003.0,15,1,1
3003.0,15,1,1
3003.0,15,1,1
3003.0,15,1,1
3003.0,38,1,1
3003.0,15,1,1
3003.0,15,1,1
3003.0,22,1,1
3003.0,36,1,1
3003.0,15,1,1
3003.0,15,1,1
3003.0,15,1,1
2726.0,0,1,3
2726.0,0,1,1
3004.0,40,2,3
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,0,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,0,1,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,0,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,0,1
3004.0,0,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,0,1,1
3004.0,40,2,1
3004.0,40,2,1
3004.0,40,2,1
3005.0,0,1,1
3005.0,0,1,1
3006.0,40,2,3
3006.0,37,1,1
3006.0,40,2,1
3006.0,38,1,1
3006.0,40,2,1
3006.0,33,1,1
3006.0,40,2,1
3006.0,15,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,0,1,1
3006.0,15,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,22,1,1
3006.0,40,2,1
3006.0,5,1,1
3006.0,40,2,1
3006.0,15,1,1
3006.0,40,2,1
3006.0,17,1,1
3006.0,40,2,1
3006.0,34,1,1
3006.0,40,2,1
3006.0,0,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,5,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,22,1,1
3006.0,0,1,1
3006.0,40,2,1
3006.0,33,1,1
3006.0,33,0,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,37,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,0,1,1
3006.0,8,2,1
3006.0,22,1,1
3006.0,11,1,1
3006.0,0,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,0,1
3006.0,40,2,1
3006.0,40,1,1
3006.0,40,2,1
3006.0,15,1,1
3006.0,40,2,1
3006.0,33,1,1
3006.0,0,1,1
3006.0,33,1,1
3006.0,15,1,1
3006.0,40,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,33,2,1
3006.0,40,2,1
3006.0,0,0,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,33,1,1
3006.0,40,2,1
3006.0,33,1,1
3006.0,0,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,36,1,1
3006.0,40,2,1
3006.0,17,1,1
3006.0,22,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,11,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,15,1,1
3006.0,22,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,33,1,1
3006.0,33,1,1
3006.0,33,1,1
3006.0,1,1,1
3006.0,40,2,1
3006.0,15,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,1,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
3006.0,40,2,1
94.0,0,1,3
94.0,0,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,0,1,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,1,1,1
94.0,0,1,1
94.0,40,2,1
94.0,0,1,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,40,2,1
94.0,27,1,1
94.0,0,2,1
94.0,15,1,1
94.0,40,2,1
94.0,0,2,1
94.0,40,2,1
94.0,40,2,1
